image_filename,ingredients,directions,category_url,title,category,rating,rating_count,cook_time,total_time,yield,servings,calories,fat,carbs,protein,verb_count,ingredient_count,yield_servings_merge,like_or_dislike
4536651-41c8a884b6844e25a63810cd77c2953c.jpg,"['½ (8 ounce) package egg noodles', '1 (10.75 ounce) can  condensed cream of mushroom soup', '¾ cup whole milk', '1 (5 ounce) can tuna', '2 slices processed cheese food (such as Velveeta®)', '½ cup crushed potato chips, or as needed']","['Bring a large pot of lightly salted water to a boil. Cook egg noodles in the boiling water, stirring occasionally until cooked through but firm to the bite, about 5 minutes. Drain.', 'Preheat oven to 350 degrees F (175 degrees C).', 'Combine mushroom soup, milk, and tuna in a saucepan over medium heat; cook until well blended and warmed through, about 5 minutes. Pour mixture into a 9x13-inch baking dish; add noodles and mix well. Top noodles with cheese food and sprinkle potato chips over cheese.', 'Bake in the preheated oven until casserole is bubbling, 30 to 45 minutes.']",https://www.allrecipes.com/recipes/15020/main-dish/casseroles/seafood/tuna/,Fern's Tuna Casserole,Tuna,4.5,39,40 mins,55 mins,4 servings,4,334,15g,33g,18g,9,6,4,0.0
171001-LobsterMacandCheese-DDMFS-103-4x3-05642a7eac714b12afa55c4981708165.jpg,"['1 (16 ounce) package elbow macaroni', '1 (2 pound) lobster, split', '7 tablespoons butter, divided', '1 small onion, diced', '2 cups milk', '1  shallot, chopped', '10  black peppercorns', '1 clove garlic, minced', '5 tablespoons all-purpose flour', '1 pound shredded Gruyere cheese', '3 cups shredded Cheddar cheese', '1 cup grated Romano cheese', 'kosher salt and pepper to taste', '3 tablespoons panko bread crumbs']","['Gather all ingredients.', 'Dotdash Meredith Food Studios', 'Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in boiling water, stirring occasionally, until tender yet firm to the bite, about 8 minutes. Reserve 2 cups hot pasta water, then drain macaroni in a colander set in the sink. Rinse with cold water to cool; set aside.', 'Dotdash Meredith Food Studios', 'Pour reserved pasta water into the same pot and add lobster halves, cut-side up. Bring to a boil, then reduce heat to medium-low, cover, and steam until lobster meat firms and turns opaque, about 3 minutes.', 'Dotdash Meredith Food Studios', 'Remove lobster to a tray and cool for a few minutes, then remove meat and cut into bite-sized pieces. Reserve shells.', 'Dotdash Meredith Food Studios', 'Melt 2 tablespoons butter in a saucepan over medium heat. Cook and stir onion in hot butter until onion is softened and translucent, about 5 minutes. Remove onions to a small bowl; set aside.', 'Dotdash Meredith Food Studios', 'Place reserved lobster shells, milk, shallot, peppercorns, and garlic into the same saucepan. Bring to a gentle simmer over medium heat and cook for 20 minutes.', 'Dotdash Meredith Food Studios', 'Preheat the oven to 350 degrees F (175 degrees C).', 'Melt remaining 5 tablespoons butter in a separate saucepan over medium-low heat. Whisk in flour and stir until mixture turns pasty and light golden brown, about 10 minutes. Strain milk mixture through a mesh sieve and slowly pour into flour mixture while whisking. Bring to a simmer over medium heat; cook and stir until thick and smooth, 10 to 15 minutes. Remove from heat.', 'Dotdash Meredith Food Studios', 'Stir Gruyère, Cheddar, and Romano cheeses into thickened milk mixture until melted and smooth. Season with salt and pepper, then stir in reserved lobster meat, onions, and macaroni.', 'Dotdash Meredith Food Studios', 'Pour mixture into a 4-quart casserole dish and smooth the top. Sprinkle evenly with panko crumbs.', 'Dotdash Meredith Food Studios', 'Bake in the preheated oven until sauce is bubbly and the top is golden brown, 8 to 12 minutes.', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/recipes/509/main-dish/pasta/macaroni-and-cheese/,Lobster Mac and Cheese,Macaroni And Cheese,4.5,90,1 hr 5 mins,1 hr 35 mins,1 (4-quart) casserole,8,913,49g,55g,61g,29,14,8,0.0
9339216-ba3552f7deb8454fbe0191fe6a8ff73d.jpg,"['2 tablespoons all-purpose flour', '1 teaspoon water, or as needed', '1 pound chicken livers, trimmed', '1 ¼ cups heavy whipping cream', '1  onion, quartered', '2  eggs', '2 tablespoons butter, melted', '1 teaspoon salt', '¼ teaspoon ground nutmeg', 'ground black pepper to taste']","['Preheat oven to 390 degrees F (200 degrees C).', 'Mix flour and water together in a bowl until a thin paste forms, adding more water as needed.', 'Combine flour mixture, chicken livers, cream, onion, eggs, butter, salt, nutmeg, and black pepper in a food processor; process until blended and smooth, 30 to 45 seconds.', 'Transfer liver mixture to three 7x4-inch disposable pans. Cover pans with aluminum foil and place in a baking pan. Pour enough water into the baking pan to come up halfway up the sides.', 'Bake in the preheated oven for 25 minutes. Remove foil and continue baking until cooked through, about 25 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Cool to room temperature. Cover with lids and refrigerate.']",https://www.allrecipes.com/recipes/435/appetizers-and-snacks/dips-and-spreads/pate/,Danish Chicken Liver Pate,Pate,5.0,2,50 mins,1 hr 15 mins,12 servings,12,168,14g,4g,8g,14,10,12,0.0
1120650-balsamic-goat-cheese-stuffed-chicken-breasts-mzlez-1x1-1-4a444df7a4314855a9b907e7efd7bb29.jpg,"['1 teaspoon olive oil', '1  shallot, finely diced', '1 cup balsamic vinegar', '2  skinless, boneless chicken breast halves', '2 ounces goat cheese, divided']","['Preheat oven to 350 degrees F (175 degrees C).', 'Heat olive oil in a skillet over medium heat; cook and stir shallot until translucent, about 5 minutes. Pour balsamic vinegar into skillet and bring to a boil. Reduce heat to low and simmer until balsamic vinegar mixture is reduced by half, about 10 minutes. Stir often.', 'Cut chicken breasts from one side through the middle horizontally to within one-half inch of the other side. Open the two sides and spread them out like an open book.', 'Spread half the goat cheese onto one half of each chicken breast and drizzle 1/3 of the reduced balsamic vinegar mixture over the goat cheese. Close the chicken breasts over the goat cheese and secure with toothpicks. Arrange chicken into a baking dish. Drizzle with remaining 1/3 of the balsamic reduction.', 'Bake in the preheated oven until the chicken is no longer pink inside, the filling is hot, and the juices run clear, 30 to 35 minutes. An instant-read meat thermometer inserted into the center of a filled breast should read at least 160 degrees F (70 degrees C).']",https://www.allrecipes.com/recipes/15050/everyday-cooking/cooking-for-one/,Balsamic Goat Cheese Stuffed Chicken Breasts,Cooking For One,4.5,111,30 mins,45 mins,2 servings,2,340,14g,24g,30g,17,5,2,1.0
7560738-b0c4cafa3cdc4463af2f9cd7bb6c109c.jpg,"['6 pounds skin-on, bone-in chicken thighs', '2 teaspoons whole black peppercorns', '12 cloves garlic, smashed and peeled', '4  bay leaves', '½ cup soy sauce', '1 cup distilled white vinegar']","['Place chicken thighs, peppercorns, garlic, bay leaves, soy sauce, and vinegar into the bottom of a slow cooker in that order, making sure peppercorns and bay leaves are submerged into the liquid.', 'Cover and cook on High until chicken thighs are no longer pink in the centers, about 5 hours. An instant-read thermometer inserted near the bone of a thigh should read 165 degrees F (74 degrees C).']",https://www.allrecipes.com/recipes/16519/main-dish/chicken/chicken-adobo/,Slow Cooker Filipino Chicken Adobo,Chicken Adobo,3.5,15,5 hrs,5 hrs 10 mins,8 servings,8,581,35g,3g,59g,9,6,8,1.0
197748-7b1ad98b59b44a54976da366553ffef0.jpg,"['2 tablespoons olive oil', '1 cup chopped onion', '2 cloves garlic, minced', '½ cup chopped green bell pepper', '1 stalk celery, chopped', '½ teaspoon dried oregano', '1 pound ground beef', '½ pound Italian sausage', '1 (12 fluid ounce) can or bottle chili sauce', '2 tablespoons red wine vinegar', '1 tablespoon Worcestershire sauce', '2 teaspoons brown sugar', 'salt and pepper to taste']","['Heat the oil in a large skillet over medium heat. Add the onion, garlic, green bell pepper, celery and oregano. Saute for 5 minutes, or until onion is tender. Transfer this mixture to a plate and reserve for later.', 'In the same skillet over medium high heat, combine the ground beef and sausage and saute for 10 minutes, or until well browned. Add reserved onion mixture, chili sauce, vinegar, Worcestershire sauce and brown sugar and mix well. Season with salt and pepper to taste.']",https://www.allrecipes.com/recipes/14930/main-dish/sandwiches/sloppy-joes/,Jeff's Sloppy Joes,Sloppy Joes,4.5,85,10 mins,20 mins,8 to 10 servings,8,235,15g,9g,15g,6,13,8,1.0
6578751-72797e20cd9f4b72ba6b1d9d9f364625.jpg,"['2 teaspoons yeast', '2 tablespoons warm water', '1 ½ cups shredded part-skim mozzarella cheese', '1  large egg, lightly beaten', '1 cup blanched almond flour', '1 teaspoon xanthan gum', '⅛ teaspoon salt']","['Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper.', 'Dissolve yeast in warm water in a bowl. Set aside for about 5 minutes.', 'Place mozzarella cheese into a microwave-safe bowl. Microwave for 90 seconds, stirring every 30 seconds until cheese is completely melted. Stir in yeast mixture and egg and stir to combine; mixture will not incorporate well at this point.', 'Stir in almond flour, xanthan gum, and salt. If mixture is difficult to mix, reheat in the microwave for 20-30 seconds to soften the cheese. Stir again until well incorporated. Using your hands, knead the dough for 2 minutes.', 'Place dough on baking sheet and press with your fingers into a thin crust, approximately 11-12 inches in diameter.', 'Bake in the preheated oven until crust is lightly browned, about 10 minutes. Remove from oven, top with your favorite pizza toppings, and return to the oven for 5 minutes, or until cheese is melted.']",https://www.allrecipes.com/recipes/1035/bread/pizza-dough-and-crusts/,Thin-Crust Fathead Pizza Dough,Pizza Dough And Crusts,5.0,6,10 mins,30 mins,6 slices,6,212,16g,7g,13g,19,7,6,1.0
373398-ea5b8d0d7c614f2eaffa5d28b04962d9.jpg,"['2  bay leaves', '1 teaspoon salt', '1 teaspoon ground cayenne pepper', '1 teaspoon ground black pepper', '½ teaspoon ground white pepper', '½ teaspoon ground cumin', '½ teaspoon ground nutmeg', '4 tablespoons butter', '¾ cup chopped onion', '½ cup chopped green bell pepper', '¼ cup chopped green onions', '4 cloves garlic, minced', '1 tablespoon hot pepper sauce', '1 tablespoon Worcestershire sauce', '½ cup evaporated milk', '½ cup ketchup', '1 ½ pounds ground beef', '½ pound andouille sausage, casings removed', '2  eggs, beaten', '1 cup dried bread crumbs']","['In a small bowl, combine the bay leaves, salt, cayenne pepper, ground black pepper, ground white pepper, cumin, and nutmeg; set aside.', 'Melt the butter or margarine in a saucepan over medium heat. Add the onion, bell pepper, green onions, garlic, hot pepper sauce, Worcestershire sauce, and reserved seasoning mix. Saute until mixture starts sticking to the bottom of the pan, about 6 minutes. Stir in the milk and ketchup; continue cooking for 2 more minutes, stirring occasionally.', 'Remove vegetable mixture from heat, and allow to cool to room temperature. Place the beef and sausage in an ungreased 9x13 inch baking dish. Add the eggs, the vegetable mixture, and the bread crumbs. Remove the bay leaves. Mix well by hand, and form into a loaf about 1 1/2 inches high.', 'Bake uncovered at 350 degrees F (175 degrees C) for 25 minutes. Then raise heat to 400 degrees F (200 degrees C) and bake for another 35 minutes. Let stand for 5 minutes before serving.']",https://www.allrecipes.com/recipes/256/main-dish/meatloaf/,Cajun Style Meatloaf,Meatloaf,4.7,304,1 hr,1 hr 20 mins,6 to 8 servings,8,548,41g,19g,26g,25,20,8,1.0
1127908-ebc9c8568c674bf49f912c7f35b2e7e2.jpg,"['8 cups chopped rhubarb', '1 cup sliced fresh strawberries (Optional)', '2 cups white sugar', '2 tablespoons all-purpose flour', '¾ cup brown sugar', '¾ cup quick-cooking oats', '¾ cup all-purpose flour', '1 teaspoon ground cinnamon', '½ cup butter']","['Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish.', 'Combine rhubarb, strawberries, white sugar, and 2 tablespoons flour in a bowl; spread into the prepared baking dish.', 'Mix brown sugar, oats, 3/4 cup flour, and cinnamon together in a bowl; cut in butter with 2 knives or a pastry blender until mixture resembles coarse crumbs. Sprinkle over rhubarb mixture.', 'Bake in the preheated oven until cobbler is bubbling and lightly browned, about 45 minutes. Serve hot or cold.']",https://www.allrecipes.com/recipes/12953/desserts/pies/fruit-pies/rhubarb-pie/,Strawberry Rhubarb Cobbler,Rhubarb Pie,4.6,67,45 mins,55 mins,1 9x13-inch cobbler,12,305,8g,57g,3g,9,9,12,1.0
928142-a5f907b3e77d4af4a891e22accab54bb.jpg,"['1 (16.5 ounce) can pitted Bing cherries, drained, juice reserved', '1 (12 fluid ounce) can cola-flavored carbonated beverage', '1 (6 ounce) package black cherry flavored Jell-O® mix', '1 (15.25 ounce) can crushed pineapple, drained', '1 cup chopped pecans']","['In a saucepan, combine the reserved cherry juice with the cola. Bring to a boil, and stir in the gelatin until dissolved. Remove from the heat, and mix in the drained cherries, drained pineapple, and chopped pecans. Pour mixture into a mold sprayed with non-stick cooking spray, and refrigerate for at least 24 hours before serving.']",https://www.allrecipes.com/recipes/980/desserts/specialty-desserts/dessert-salads/jell-o-salad/,Bing Cherry Gelatin Mold,Jell O Salad,4.3,45,10 mins,1 day 15 mins,8 servings,8,253,10g,41g,4g,9,5,8,0.0
6873458-a1a61d749f8640f0ab20ec151a428912.jpg,"['1 tablespoon olive oil', '1  chayote squash, cut into 1/2-inch strips', '1 clove garlic, minced', '½ teaspoon salt, or as needed', '½ teaspoon white sugar, or as needed', '¼ teaspoon red pepper flakes (Optional)', 'ground black pepper to taste', '1 tablespoon red wine vinegar']","['Heat olive oil in a medium skillet over medium-high heat. Cook and stir squash, garlic, salt, sugar, red pepper flakes, and black pepper in hot oil for 2 to 3 minutes.', 'Pour in vinegar; cook and stir until squash is slightly wilted but still firm and crunchy, 2 to 3 minutes.']",https://www.allrecipes.com/recipes/192/holidays-and-events/mardi-gras/,Chayote Squash Side Dish,Mardi Gras,4.2,97,5 mins,20 mins,2 cups,2,90,7g,7g,1g,2,8,2,0.0
8363519-87ce7aa5e59846d0b878075178087fd8.jpg,"['2 cups fresh blueberries', '½ cup white sugar', '2 tablespoons all-purpose flour', '2 tablespoons grated lemon zest', '1 cup white sugar', '1/2 cup unsalted butter, softened', '3 large eggs', '1 tablespoon grated lemon zest', '1 teaspoon almond extract', '2 cups all-purpose flour', '4 teaspoons baking powder', '3/4 cup milk', '1/2 cup slivered almonds, toasted']","['Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9-inch springform pan.', 'Make the topping: Combine blueberries, sugar, flour, and lemon zest in a bowl. Toss until blueberries are coated, then pour into the prepared pan.', 'Make the cake: Cream sugar and butter in a large bowl with an electric mixer until light and fluffy. Beat in eggs, one at a time, then stir in lemon zest and almond extract.', 'Stir flour and baking powder together in a small bowl; beat into butter mixture alternately with milk, mixing just until incorporated. Pour cake batter over blueberries in the pan.', 'Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 60 to 70 minutes. Place a serving plate over the top of the pan and carefully invert the cake and plate together so the berries end up on top. Carefully unlock the buckle on the side of the pan and remove. Sprinkle toasted almonds on top of the cake and serve warm.']",https://www.allrecipes.com/recipes/11980/desserts/cakes/upside-down-cake/,Blueberry Upside-Down Cake,Upside Down Cake,4.2,41,1 hr,1 hr 40 mins,1 9-inch cake,10,374,14g,57g,7g,19,13,10,1.0
741051-1f6769f472e943a0adcfe4e96d4d1212.jpg,"['½ cup orange juice', '½ cup water', '½ cup brown sugar', '½ cup white sugar', '¼ teaspoon ground cinnamon', '1 (12 ounce) package fresh cranberries']","['Combine orange juice, water, brown sugar, white sugar, and cinnamon in slow cooker; stir in cranberries. Cook on High for 3 hours, stirring once each hour.', 'Remove lid; stir well. Cook on High until sauce has thickened and most cranberries have popped, about 45 more minutes.']",https://www.allrecipes.com/recipes/1260/side-dish/sauces-and-condiments/sauces/cranberry-sauce/,Slow Cooker Cranberry Sauce,Cranberry Sauce,4.5,86,3 hrs 45 mins,3 hrs 50 mins,12 servings,12,85,0g,22g,0g,6,6,12,1.0
